GeneSymbol,Control_mean,APOEhi_mean,log2FC_APOEhi_vs_Control,p_value,FDR,significance
PPM1H,2.6166666666666667,1.7133333333333336,-0.610633743410796,0.002305552357161868,0.016087865543621578,Not significant
POLR2D,12.853333333333333,9.29,-0.4683490005057193,0.0023058852907764335,0.016087865543621578,Not significant
TPM3,81.76,67.67,-0.27287513369881705,0.0023144597764679733,0.016137866434095118,Not significant
ADD1,10.906666666666666,8.143333333333333,-0.4214740032131063,0.002322927612514637,0.016187063356994092,Not significant
PGAM1,71.38333333333334,48.85,-0.5472193867292141,0.0023249437752755355,0.01619127004616249,Not significant
GALNT11,4.8500000000000005,3.3166666666666664,-0.5481132367304006,0.002333333048694172,0.016219071151369824,Not significant
TSHZ3,1.3266666666666667,0.8766666666666666,-0.5971479583181232,0.0023359590159909797,0.016219071151369824,Not significant
TXNL4B,7.239999999999999,9.950000000000001,0.45865256202805466,0.00233237262353567,0.016219071151369824,Not significant
TTC39C,4.04,2.823333333333333,-0.5168019831787223,0.0023353513650675416,0.016219071151369824,Not significant
CBX6,17.95,8.74,-1.0381939713139285,0.002336010335070364,0.016219071151369824,Downregulated
GNE,5.136666666666667,6.493333333333333,0.3380681446469533,0.002345421303396564,0.016274554722054968,Not significant
NINJ2,4.733333333333333,2.1533333333333333,-1.1359197955363243,0.0023514881634173496,0.016304714694049243,Downregulated
GNG3,0.7000000000000001,1.4666666666666668,1.0660379942051137,0.0023526125886728995,0.016304714694049243,Upregulated
CUL4A,13.953333333333333,11.666666666666666,-0.25819712584907406,0.0023540686433566596,0.016304947950934977,Not significant
FAM83H,6.246666666666666,3.8066666666666666,-0.7144102962735956,0.002357656249152507,0.016310086653008562,Not significant
ZWINT,41.54666666666666,30.413333333333338,-0.45001607553123124,0.002356830724371543,0.016310086653008562,Not significant
COL23A1,10.79,5.843333333333334,-0.8847181951549177,0.0023602424961569704,0.01631813011667512,Not significant
LTB4R,8.696666666666665,5.449999999999999,-0.6741074990673235,0.0023645695678839486,0.016318519540429684,Not significant
LRRC42,13.936666666666667,23.52,0.7549603410567771,0.002364517500841689,0.016318519540429684,Not significant
ATP13A1,10.423333333333334,7.2,-0.5336859499789912,0.002362053724831445,0.016318519540429684,Not significant
ACOT2,13.079999999999998,8.113333333333333,-0.6889283602382313,0.0023662953411122283,0.016320603787707263,Not significant
PGS1,8.013333333333334,4.859999999999999,-0.7213293816749125,0.00237454691210663,0.016357831282138403,Not significant
MIRLET7IHG,0.8133333333333334,1.3,0.6759295991716952,0.002373956866820884,0.016357831282138403,Not significant
RRAD,0.32,3.0366666666666666,3.242318364308256,0.0023780438842261067,0.016372082309239557,Upregulated
SIGLEC11,5.3500000000000005,2.8466666666666662,-0.9100282472738761,0.0023870864627995084,0.016377658840373996,Not significant
WHAMMP2,2.7866666666666666,1.0266666666666666,-1.4396856735235224,0.0023851426077805336,0.016377658840373996,Downregulated
RELCH,6.576666666666667,4.416666666666667,-0.574291334442384,0.0023843854814286324,0.016377658840373996,Not significant
PRXL2C,7.406666666666666,5.513333333333333,-0.4258327022783381,0.0023832090378295744,0.016377658840373996,Not significant
MXRA7,2.9599999999999995,1.7733333333333334,-0.7388074249732238,0.0023924151533125135,0.016377658840373996,Not significant
SAR1A,12.836666666666668,18.673333333333332,0.5406737336243463,0.0023920487414777953,0.016377658840373996,Not significant
DERL1,23.13,34.24666666666666,0.5661780609792619,0.0023847984322555122,0.016377658840373996,Not significant
ARHGAP17,6.29,4.896666666666667,-0.36119477418914636,0.0023931412856692353,0.016377658840373996,Not significant
NT5DC2,130.63666666666666,85.67,-0.60869209446768,0.00239202351938,0.016377658840373996,Not significant
RAB3IL1,7.033333333333334,2.733333333333333,-1.3632245732951438,0.002387607660871311,0.016377658840373996,Downregulated
ZNF212,3.66,5.666666666666667,0.6305171376677677,0.002397567314128152,0.016388380513924272,Not significant
CCDC137,15.65,9.816666666666666,-0.6728027495086099,0.0023972213605713026,0.016388380513924272,Not significant
DUSP8,0.28,1.7233333333333334,2.6173966552616728,0.002401055807958263,0.016402445009907965,Upregulated
LINC00900,6.846666666666667,3.3866666666666667,-1.0153205493618551,0.0024032686964205138,0.016407381232829848,Downregulated
DNAJB2,4.046666666666667,2.9266666666666663,-0.46733918310829364,0.0024046410600326393,0.016407381232829848,Not significant
FPR2,3.31,2.15,-0.6222594859739384,0.0024116119532919898,0.016445156347760902,Not significant
LST1,38.906666666666666,19.063333333333333,-1.0291783810897177,0.0024175896168537525,0.01647531026310489,Downregulated
NDUFAF7,4.416666666666667,3.25,-0.44240100877412997,0.0024189084160172315,0.01647531026310489,Not significant
AKT1S1,7.1433333333333335,11.36,0.6692185280565605,0.002429104402316404,0.016486976138010794,Not significant
ARHGEF2,35.47,33.943333333333335,-0.06346925229350038,0.0024233495843271682,0.016486976138010794,Not significant
UBE2J1,88.21333333333332,130.9466666666667,0.5699053593672896,0.0024292508677571517,0.016486976138010794,Not significant
RHOB,8.1,14.53,0.8429620777194707,0.0024289631866973235,0.016486976138010794,Not significant
LIPT1,3.3266666666666667,1.2433333333333334,-1.4191379176168641,0.002425051029758916,0.016486976138010794,Downregulated
GLB1,33.67000000000001,25.323333333333334,-0.4109822782400957,0.0024238119551582156,0.016486976138010794,Not significant
PSPN,0.9633333333333334,1.8866666666666667,0.9690002065579819,0.0024379771433819687,0.016527237058636877,Not significant
RTP4,7.223333333333334,2.063333333333333,-1.8071885154873095,0.002439508427393666,0.016527237058636877,Downregulated
CKB,4.6866666666666665,33.22666666666667,2.8254430962616626,0.0024386747825782943,0.016527237058636877,Upregulated
KCTD13,2.716666666666667,1.6033333333333335,-0.7603945917143051,0.002441356064408774,0.01652998497715167,Not significant
PIGR,5.43,2.29,-1.2452404046195258,0.0024526452869072838,0.016539807026551688,Downregulated
MGST3,6.78,14.780000000000001,1.1241739278211516,0.002452489180237551,0.016539807026551688,Upregulated
ARFGAP3,21.27333333333333,30.373333333333335,0.5137388209145333,0.002452693467074381,0.016539807026551688,Not significant
CARD9,3.34,1.6633333333333333,-1.005335576726034,0.0024476170318647825,0.016539807026551688,Downregulated
GNAI2,59.21,41.53333333333333,-0.5115608213419979,0.0024461190828605275,0.016539807026551688,Not significant
DEDD,16.69,14.083333333333334,-0.2449791158750347,0.0024553297784909744,0.016539807026551688,Not significant
FLII,16.036666666666665,10.903333333333334,-0.5565626886592037,0.0024493867817835797,0.016539807026551688,Not significant
RPTOR,3.9166666666666665,2.753333333333334,-0.5082914845690553,0.002455792685962747,0.016539807026551688,Not significant
ARNTL,5.203333333333333,8.083333333333334,0.635415439700556,0.002454740404116273,0.016539807026551688,Not significant
CBX1,26.583333333333332,17.593333333333334,-0.5954654378121935,0.0024608474754108213,0.016554398245677376,Not significant
KCNQ4,1.3233333333333335,1.6900000000000002,0.3526103670430407,0.002460207974263478,0.016554398245677376,Not significant
CDC5L,20.696666666666665,25.91333333333333,0.32428214380307685,0.0024655059547615326,0.01655600031869715,Not significant
C3,23.886666666666667,9.626666666666667,-1.3110078409031276,0.0024673654165810986,0.01655600031869715,Downregulated
STK19,2.686666666666667,5.580000000000001,1.0541694250003935,0.00246342906572865,0.01655600031869715,Upregulated
MARCO,2.5533333333333332,0.35333333333333333,-2.849767708833126,0.002468307122450792,0.01655600031869715,Downregulated
PIGV,1.74,1.0066666666666668,-0.78889772474455,0.0024640031504474364,0.01655600031869715,Not significant
UBE2N,15.983333333333334,12.549999999999999,-0.3488562587856502,0.002472818164075994,0.016576558254270832,Not significant
CREB3,21.426666666666666,56.56999999999999,1.4005879151110523,0.0024746635292956756,0.016579233218186048,Upregulated
ARHGEF1,15.226666666666667,10.436666666666667,-0.5448956603421622,0.0024796157562252353,0.016602707601407637,Not significant
STAT2,22.163333333333338,16.656666666666666,-0.4120536408400227,0.002488547883175517,0.01663336698824545,Not significant
CASP4,13.24,9.323333333333332,-0.5059395978557943,0.00248800818280594,0.01663336698824545,Not significant
MTERF4,2.966666666666667,1.9000000000000001,-0.6425705231280434,0.0024867672733322353,0.01663336698824545,Not significant
MT-CO3,5353.136666666666,8228.916666666666,0.6203179333624244,0.0024903374816007662,0.016635628526567355,Not significant
PAQR8,3.83,2.1466666666666665,-0.8349509317236053,0.002497706381556217,0.01667513584844433,Not significant
GIMAP2,18.396666666666665,9.93,-0.889511902162204,0.0024994607128159363,0.016677135128643234,Not significant
TBC1D23,10.12,20.453333333333337,1.01505467454512,0.0025025980354960193,0.016688347549571114,Upregulated
PENK,2.08,0.7533333333333333,-1.4640028811895984,0.0025040528470088386,0.016688347549571114,Downregulated
ABHD3,12.520000000000001,8.450000000000001,-0.5671558193555503,0.0025068779849709466,0.016697467949867498,Not significant
SLC39A7,59.839999999999996,100.18666666666667,0.7434987310242643,0.002519236900223582,0.016702147245380522,Not significant
CD300LB,0.82,4.623333333333334,2.493791267482039,0.0025149756604147767,0.016702147245380522,Upregulated
TLDC2,1.7100000000000002,0.7966666666666665,-1.100981863672071,0.0025147766404711802,0.016702147245380522,Downregulated
SESN3,12.246666666666664,5.573333333333333,-1.1356357437544449,0.002516856263370524,0.016702147245380522,Downregulated
AGPAT4,2.4066666666666667,6.103333333333334,1.3421980744963062,0.002518094739749433,0.016702147245380522,Upregulated
PISD,9.93,6.996666666666666,-0.5050650534051614,0.0025143882942781207,0.016702147245380522,Not significant
PRUNE1,8.863333333333332,6.303333333333334,-0.49166831592559707,0.0025124968321661575,0.016702147245380522,Not significant
MAGOHB,2.6599999999999997,3.74,0.49145545552860637,0.0025169686483042155,0.016702147245380522,Not significant
MCOLN3,2.5533333333333332,1.39,-0.8768243851008354,0.002526307540711741,0.01673934297062352,Not significant
CBLB,1.4733333333333334,4.723333333333333,1.680048018600961,0.0025382643273970987,0.016806224297664495,Upregulated
SLAMF7,1.7066666666666668,0.9700000000000001,-0.814483190314215,0.0025422658058231033,0.016806224297664495,Not significant
CLEC7A,14.696666666666667,23.636666666666667,0.6855004928274302,0.002541290473916386,0.016806224297664495,Not significant
TAPBPL,4.003333333333333,2.3066666666666666,-0.7951272262236169,0.002540734330257912,0.016806224297664495,Not significant
TGFBR2,15.263333333333334,35.050000000000004,1.199291023198625,0.002550910017225332,0.016853649295362524,Upregulated
CDK17,6.406666666666666,11.543333333333331,0.8493138578525069,0.002554290258776415,0.016866261080849106,Not significant
ZNF587B,3.5066666666666664,5.39,0.6200412544876504,0.002556697457478724,0.01687243693441486,Not significant
SLC36A1,15.466666666666667,7.916666666666667,-0.9661083429361186,0.002561143812562404,0.016892054961681727,Not significant
SEMA4C,6.376666666666668,3.3000000000000003,-0.9501255575066783,0.002577489783299329,0.01698316734674664,Not significant
EEF1AKMT3,3.8866666666666667,5.466666666666666,0.4920207667092161,0.0025779212408042532,0.01698316734674664,Not significant
TDG,14.746666666666668,22.24,0.5927349425076834,0.0025894365110935417,0.01703944358591577,Not significant
PLEKHG2,8.93,4.266666666666667,-1.0653742258740277,0.0025882000494914644,0.01703944358591577,Downregulated
BHLHE41,2.5733333333333337,5.336666666666666,1.0520103423981966,0.002591296111022261,0.017041897487463098,Upregulated
TIFAB,1.5533333333333335,0.4533333333333333,-1.7744728675346852,0.0025938818347018655,0.01704912125641484,Downregulated
AKAP10,7.22,5.34,-0.4350887583035184,0.0026001417645767095,0.017080472806500185,Not significant
OBSL1,3.86,2.1933333333333334,-0.8151918572445271,0.0026126212117646326,0.017132995967081226,Not significant
FEZ2,9.186666666666667,6.539999999999999,-0.4901873015056225,0.002611263440915854,0.017132995967081226,Not significant
HK2,7.043333333333333,10.473333333333333,0.5723233394019196,0.0026112777932180077,0.017132995967081226,Not significant
LBH,2.4633333333333334,0.8833333333333333,-1.4785352377708028,0.002616571457606805,0.01714909011923774,Downregulated
ACAD8,4.22,2.5966666666666662,-0.700368513675378,0.002627478546745149,0.01721073518933694,Not significant
ECHDC2,5.7,4.206666666666666,-0.4381945832939334,0.0026297040740136867,0.017211214384089454,Not significant
BNIP3L,19.136666666666667,31.393333333333334,0.7140892346791075,0.002630554619290301,0.017211214384089454,Not significant
FKBP7,1.4266666666666665,2.1633333333333336,0.6002635321361348,0.0026357798812130474,0.01723556461970631,Not significant
STX12,29.406666666666666,46.17000000000001,0.6507946604948583,0.0026422468728960684,0.01726800222577402,Not significant
ABCA7,3.0333333333333337,1.61,-0.9134230859147948,0.002651471719779799,0.01730855371516847,Not significant
CDV3,70.75999999999999,77.48,0.13088813759423906,0.0026501091778436915,0.01730855371516847,Not significant
SPN,27.62,19.02,-0.5381724566805096,0.002655561722305163,0.017324822974633242,Not significant
FBP1,7.760000000000001,12.216666666666667,0.6546543253120093,0.0026569867215742162,0.017324822974633242,Not significant
LRRC14,5.656666666666666,4.59,-0.3013987477745099,0.0026612871664365703,0.017342998742957593,Not significant
NAA35,4.5,6.413333333333334,0.5110537634638498,0.0026639615757571454,0.01735056337665009,Not significant
GGNBP2,11.663333333333334,15.806666666666667,0.43852057704286734,0.0026682031266544648,0.017358463360295194,Not significant
NOTCH1,15.523333333333333,11.726666666666667,-0.404615311928951,0.0026677293435061126,0.017358463360295194,Not significant
TREML1,16.79,7.553333333333332,-1.1523118046637904,0.0026730024253943125,0.017360128499883856,Downregulated
SERPINE1,0.36666666666666664,1.9033333333333333,2.372815738992566,0.0026705114114793723,0.017360128499883856,Upregulated
SPARCL1,0.84,2.3466666666666662,1.4810498764130373,0.002672031028907529,0.017360128499883856,Upregulated
SLC2A3,2.25,4.573333333333333,1.02299544250035,0.002676622858888369,0.01737379831904721,Upregulated
AMPD2,5.56,9.88,0.8293127190433481,0.002683946700062576,0.017401629537792597,Not significant
OAT,15.39,21.016666666666666,0.4495155424942205,0.00268343105640084,0.017401629537792597,Not significant
RBM39,31.59,37.88666666666666,0.2622146876735116,0.0026878624482944433,0.017417166333973548,Not significant
AMD1,25.876666666666665,14.453333333333333,-0.8402054685187356,0.0026899848811935533,0.01742107157803486,Not significant
DDAH2,4.963333333333334,9.113333333333333,0.8765371449909751,0.0026942554026628896,0.017438876160770583,Not significant
PNKD,13.666666666666666,10.803333333333333,-0.3391569127874656,0.0026966293705326994,0.017444391915584837,Not significant
OAZ2,15.393333333333333,10.856666666666667,-0.503685292887498,0.0027023895718949874,0.017471794507970807,Not significant
NLRC5,7.586666666666666,3.296666666666667,-1.2022107249300122,0.0027040246886512274,0.017472511277344432,Downregulated
CTSK,2.9133333333333336,1.9333333333333333,-0.591329470112207,0.0027071219238399215,0.017482669641113814,Not significant
GPSM2,2.2133333333333334,1.7033333333333331,-0.37766488839177037,0.0027169379127290846,0.017510650719818603,Not significant
FUCA2,87.53000000000002,72.77666666666666,-0.26629825516143335,0.0027190925832048427,0.017510650719818603,Not significant
SELENOS,14.466666666666669,24.580000000000002,0.7647113444094489,0.0027183819760322756,0.017510650719818603,Not significant
ABCB4,2.903333333333333,3.6733333333333333,0.33927547038718825,0.002713151074353212,0.017510650719818603,Not significant
ZNF195,3.91,2.5366666666666666,-0.624034958589871,0.00271848512454819,0.017510650719818603,Not significant
LSM8,4.963333333333334,4.743333333333333,-0.0653946132748098,0.0027243102898517725,0.017520544629513527,Not significant
TUBGCP2,3.6300000000000003,3.1033333333333335,-0.2260834523400836,0.002729799590710212,0.017520544629513527,Not significant
RASGEF1B,0.4366666666666667,3.1999999999999997,2.87061826137385,0.002728059276560186,0.017520544629513527,Upregulated
FUCA1,53.60666666666666,32.42666666666666,-0.7252141231794541,0.00272481756112297,0.017520544629513527,Not significant
SERHL2,1.29,0.7266666666666667,-0.8271393710375557,0.002728754359581413,0.017520544629513527,Not significant
SLCO4C1,0.4066666666666667,1.6733333333333331,2.0381248711444426,0.00272694915033112,0.017520544629513527,Upregulated
PKIB,43.39333333333334,17.92,-1.275855517365783,0.0027429789475645395,0.017595281295988984,Downregulated
TMEM50A,39.98,28.473333333333333,-0.48965249239326486,0.002747602943825916,0.017595403656467303,Not significant
PTCD3,6.436666666666667,5.359999999999999,-0.26403574292707443,0.002746224124409185,0.017595403656467303,Not significant
DBR1,6.743333333333333,5.253333333333333,-0.36016811458567527,0.00274480004519532,0.017595403656467303,Not significant
ANAPC5,10.853333333333333,9.57,-0.1815295454257552,0.0027514491696933067,0.017610196444552972,Not significant
MEX3D,5.076666666666667,3.4166666666666665,-0.5711539952406575,0.0027571265211229767,0.01762938827682098,Not significant
GSAP,4.94,7.116666666666667,0.5266013145998607,0.0027650049694245213,0.01762938827682098,Not significant
GRAMD2B,2.47,5.0633333333333335,1.0352773551027765,0.0027615110489964275,0.01762938827682098,Upregulated
ATP2A2,39.49333333333333,71.89999999999999,0.8643661662910035,0.00276244943129638,0.01762938827682098,Not significant
ARMC9,2.1,0.47333333333333333,-2.1471030008677197,0.0027627836408361285,0.01762938827682098,Downregulated
ATG13,15.943333333333333,19.593333333333334,0.297392711636861,0.00276177096818728,0.01762938827682098,Not significant
ERMAP,21.26,14.32,-0.5700772189254977,0.002765213305567837,0.01762938827682098,Not significant
GFPT1,15.956666666666669,49.553333333333335,1.6347615051741557,0.002769911814617328,0.01763972173942135,Upregulated
SEMA3G,1.91,0.8666666666666667,-1.1391149672945005,0.0027692769820650653,0.01763972173942135,Downregulated
TDO2,32.69,25.546666666666667,-0.3557019768661447,0.0027714757497836837,0.017639881465724802,Not significant
CMTM7,13.623333333333335,7.63,-0.8362416058777855,0.002773519963274123,0.017643096192570075,Not significant
ADAP2,18.53,11.26,-0.718605789126349,0.0027757035048594303,0.01764719316483841,Not significant
ZNF276,2.83,2.2100000000000004,-0.3566127240895209,0.0027904018602860725,0.017730807386063887,Not significant
GGT7,3.6666666666666665,2.11,-0.7969359478707565,0.0028042966376551457,0.017781328564208637,Not significant
MIR635,4.696666666666666,18.673333333333332,1.991040487788741,0.002803763573020866,0.017781328564208637,Upregulated
DDX50,11.476666666666667,15.86,0.46665435104232195,0.0028009912430732933,0.017781328564208637,Not significant
SIGLEC9,6.420000000000001,3.276666666666666,-0.9701288565276759,0.0028045574495410637,0.017781328564208637,Not significant
TLR7,8.516666666666667,2.5733333333333337,-1.7262594014057806,0.002811014383236379,0.01781241452462057,Downregulated
DHODH,1.7333333333333334,0.8833333333333333,-0.9717190317479966,0.0028131578632039694,0.017816148390003925,Not significant
STAC3,31.563333333333333,18.553333333333338,-0.7665391152285588,0.0028219213417808504,0.01782241561478451,Not significant
NCK2,23.586666666666662,18.226666666666663,-0.37190281867856156,0.0028184216807043794,0.01782241561478451,Not significant
INPP1,4.093333333333333,5.723333333333334,0.48347912224651335,0.002820975305863085,0.01782241561478451,Not significant
OSBPL11,12.549999999999999,19.099999999999998,0.605845854679014,0.002821807350947767,0.01782241561478451,Not significant
DDX23,9.746666666666666,6.886666666666667,-0.5010415929786007,0.002818673468417434,0.01782241561478451,Not significant
RECK,8.633333333333333,4.873333333333333,-0.8248798761929644,0.002825236645919893,0.017823713633560667,Not significant
MSRA,8.326666666666666,4.67,-0.8341808775852773,0.0028243943595596854,0.017823713633560667,Not significant
APEH,13.166666666666666,9.946666666666667,-0.40456964953454094,0.002831213643245737,0.017851596255514787,Not significant
ZNF22,12.82,7.673333333333333,-0.74039545766003,0.0028475377913736773,0.017944654042065123,Not significant
TULP3,1.6766666666666667,3.733333333333333,1.1543946137614889,0.002849325186552174,0.017946051985410754,Upregulated
MAP3K1,13.936666666666667,5.586666666666666,-1.3186711927125088,0.002860081266526179,0.017964444689418956,Downregulated
BLOC1S4,12.853333333333333,7.816666666666667,-0.7174448126077965,0.0028590955878731077,0.017964444689418956,Not significant
RAB1B,70.74,46.53333333333333,-0.6042510743708808,0.002858804562304135,0.017964444689418956,Not significant
SHMT2,45.25333333333333,63.67666666666667,0.4927315281214577,0.0028579115322685247,0.017964444689418956,Not significant
ATP9A,1.75,4.023333333333333,1.2005707239639525,0.002858727026626762,0.017964444689418956,Upregulated
SLC30A6,7.53,10.446666666666667,0.4722674232171042,0.002866535540093276,0.017987787350732417,Not significant
