GeneSymbol,Control_mean,APOEhi_mean,log2FC_APOEhi_vs_Control,p_value,FDR,significance
CSTA,56.553333333333335,40.36666666666667,-0.48643737280645044,0.03615026519060448,0.08500317741126136,Not significant
STK32C,3.176666666666667,2.376666666666667,-0.41842132284408495,0.03618599694332538,0.08505496044381103,Not significant
TRMT6,3.383333333333333,4.19,0.3084228505687045,0.036201967373755035,0.08505496044381103,Not significant
CYLD,6.69,8.26,0.3040945872554971,0.0361875522899318,0.08505496044381103,Not significant
RNA5SP78,3.8166666666666664,1.3933333333333333,-1.4531156444174707,0.03619790109926856,0.08505496044381103,Not significant
SPOP,10.516666666666667,11.579999999999998,0.1389451532683017,0.036219193791025124,0.08507799557920512,Not significant
SHFL,9.046666666666667,6.513333333333333,-0.4739282354663892,0.036262764161992714,0.08516288989734122,Not significant
MLF1,2.2099999999999995,3.5,0.6630680366122789,0.03628119467848225,0.08518872072909506,Not significant
C2CD2,2.1533333333333338,1.64,-0.3926662520430705,0.036295267192863814,0.08520431043043168,Not significant
TAFAZZIN,4.653333333333333,3.36,-0.4696839945103465,0.03632288217404759,0.08525167861611538,Not significant
KRT17P3,3.393333333333333,1.2433333333333334,-1.447755240736055,0.036343106994702265,0.08528168587108947,Not significant
NUP133,19.743333333333336,17.966666666666665,-0.13603558762991724,0.03638932246580979,0.08537265727089186,Not significant
AP5M1,3.8066666666666666,4.653333333333333,0.2896673503685751,0.036505091998110306,0.08562673819814577,Not significant
FBRS,13.333333333333334,14.979999999999999,0.16798823131288412,0.036557064050563866,0.0857164720671355,Not significant
ANG,2.216666666666667,3.1933333333333334,0.5264723349333672,0.03655830340541093,0.0857164720671355,Not significant
RPIA,9.96,7.936666666666667,-0.32757560465860625,0.036575492238149855,0.08573923671286539,Not significant
TMEM158,8.913333333333334,5.803333333333334,-0.6189965352097406,0.03659386836330093,0.08576477469812278,Not significant
MGAT1,26.226666666666663,32.47,0.3080623510159684,0.036602385576239835,0.08576720070736657,Not significant
IPO8,12.056666666666667,8.926666666666668,-0.43359568462625775,0.036616989753511346,0.08578388586644198,Not significant
TIMM8B,26.38,19.703333333333337,-0.42098631365227085,0.036645561214832104,0.08583327915930127,Not significant
ATF2,14.480000000000002,23.026666666666667,0.6692070013988787,0.036657194013211915,0.08584298569426929,Not significant
ZSCAN22,1.0166666666666666,1.4533333333333334,0.51509288416972,0.0366831795976356,0.08588629242804266,Not significant
DYRK2,5.79,4.48,-0.36999177033724867,0.036731141179358814,0.08598102334878294,Not significant
MAPK11,1.6333333333333335,0.9433333333333334,-0.7913341599075867,0.03679381741218703,0.08608725953040942,Not significant
DYNC1LI1,8.263333333333334,9.633333333333333,0.22128639486240512,0.036814075391962575,0.08608725953040942,Not significant
RILP,2.3066666666666666,1.7133333333333336,-0.4287871944642575,0.03678798621905885,0.08608725953040942,Not significant
SLC25A10,3.16,1.7300000000000002,-0.8687753105378598,0.03681269654501842,0.08608725953040942,Not significant
TMEM45A,1.3166666666666667,1.6233333333333333,0.30186226737270194,0.036803650375816614,0.08608725953040942,Not significant
KIDINS220,5.96,4.123333333333334,-0.5313934356286483,0.03683415812357489,0.08609909350949001,Not significant
UBALD1,3.6233333333333335,4.913333333333334,0.4392800697913792,0.03683012305517085,0.08609909350949001,Not significant
RBBP7,21.913333333333338,19.55333333333333,-0.16438643954806706,0.036849446816821826,0.08611726990035241,Not significant
MRPL32,9.413333333333332,7.449999999999999,-0.33742487251952547,0.03688509353132589,0.08618300594162019,Not significant
PDCD11,7.669999999999999,5.59,-0.4563083163335429,0.03690240028693193,0.08620587211923798,Not significant
PLD1,2.14,1.5166666666666666,-0.49642983708746663,0.03694644147109458,0.08629116923047211,Not significant
PDCD6IP,25.886666666666667,21.146666666666665,-0.29176644465903573,0.0369603158487637,0.08630598911680144,Not significant
CHPF,4.153333333333333,6.396666666666667,0.6229288475655274,0.03697564121263453,0.0863241904725926,Not significant
MRPL50,8.066666666666666,6.53,-0.3048475688268618,0.03698535901766308,0.08632929554458806,Not significant
QSOX2,5.936666666666667,4.8999999999999995,-0.27681995771781676,0.037004815098699316,0.0863571244862358,Not significant
CDCA5,16.723333333333333,19.743333333333336,0.23948995288545427,0.03701543690752102,0.0863643299961151,Not significant
ILRUN,50.18,41.18666666666667,-0.284928822834919,0.03710508670219253,0.08655588296036487,Not significant
TOMM20,122.83999999999999,135.57666666666665,0.14232738500565306,0.0371525235006019,0.08664890679296024,Not significant
ANAPC15,3.9933333333333336,2.3866666666666667,-0.7423532916232715,0.037175756620355965,0.08668545527647284,Not significant
RMND5A,16.78,19.66333333333333,0.2287525861158884,0.03719040945534421,0.08670198567960355,Not significant
LINC01283,1.5200000000000002,3.0399999999999996,0.9995256633063007,0.037234707963895726,0.08678760825338282,Not significant
RABL2A,1.8233333333333335,1.3933333333333333,-0.3877938585634532,0.03727888480507596,0.08687291248639678,Not significant
DAXX,27.23333333333333,23.080000000000002,-0.23872082093539504,0.037290266112669376,0.08688177244909127,Not significant
VEGFB,9.993333333333332,13.776666666666666,0.4631493382829438,0.03730730839359636,0.08690381550818839,Not significant
NQO1,30.213333333333335,24.44666666666667,-0.305536331825105,0.0373190388050093,0.08691347863100805,Not significant
KRR1,3.42,3.953333333333333,0.20901638508916842,0.03734193177493455,0.0869314711486748,Not significant
HEXA,10.456666666666667,9.046666666666667,-0.20894330701022754,0.03733696144953788,0.0869314711486748,Not significant
SCMH1,25.88,20.66,-0.32498327894792506,0.03735304717578254,0.08693969132507517,Not significant
PALLD,3.3066666666666666,4.48,0.43800687365524804,0.03736973456985083,0.08696087441619976,Not significant
GRK6,16.18,19.203333333333333,0.2471311121210501,0.03740170183074594,0.08701759855608701,Not significant
NR2F6,10.01,6.593333333333334,-0.6022873723907428,0.03742972801414179,0.08706513235107696,Not significant
MIER3,5.25,3.3066666666666666,-0.6667783428309816,0.0374609398855363,0.08712005557068425,Not significant
ZMAT3,2.2066666666666666,1.68,-0.39320263293588265,0.03748664201676923,0.08716214552499507,Not significant
SLC16A5,1.3499999999999999,0.6666666666666666,-1.0168277542341329,0.037497197743734424,0.08716900785569412,Not significant
WDR77,21.343333333333334,13.78,-0.6311725232096317,0.03754137571720594,0.08725401253980773,Not significant
EIF4E,10.65,9.01,-0.24122976461226164,0.03759983147424358,0.08737216058975354,Not significant
HARBI1,1.93,2.3366666666666664,0.27572106300121935,0.03761208243985279,0.08738291467532075,Not significant
PLAA,9.406666666666666,11.69,0.3134894888551132,0.03763282590463615,0.0873956813907707,Not significant
INTS14,10.606666666666667,8.896666666666667,-0.25360838934952246,0.03763152864945458,0.0873956813907707,Not significant
CDKN1A,94.55333333333333,110.41333333333334,0.22371198426304317,0.03765865987687537,0.08740255480231268,Not significant
ZNF862,2.3233333333333337,1.6600000000000001,-0.4847649076032662,0.03765499598522361,0.08740255480231268,Not significant
FTH1,360.9433333333333,267.43666666666667,-0.4325736815842028,0.03765585671782611,0.08740255480231268,Not significant
ATP6V1C1,20.623333333333335,22.03333333333333,0.09540576132663978,0.03767637713963991,0.08740827993355439,Not significant
TFDP2,1.0,1.2066666666666668,0.2707803308961379,0.03767613311647631,0.08740827993355439,Not significant
PLEKHF2,13.116666666666667,10.273333333333333,-0.35246633492332635,0.037698939763141495,0.08744292725716127,Not significant
ORC4,2.8866666666666667,3.44,0.25292367550831885,0.037787439598033774,0.08762271108788795,Not significant
ZNF691-DT,1.6533333333333335,0.9966666666666667,-0.7296201757990195,0.037791737208280385,0.08762271108788795,Not significant
PDHA1,12.423333333333332,13.933333333333335,0.16547553904962958,0.037806817520075024,0.0876399492886997,Not significant
PDPK2P,0.9233333333333333,1.4033333333333333,0.6034002995227755,0.037842710285693366,0.08767032016286702,Not significant
FBXO5,17.483333333333334,19.786666666666665,0.17853871385332915,0.037842863488254906,0.08767032016286702,Not significant
ALG13-AS1,3.2833333333333337,1.1233333333333333,-1.5465307388177671,0.037828640646720514,0.08767032016286702,Not significant
DYNLRB1,6.076666666666667,4.466666666666666,-0.44399600141501644,0.03787709734866883,0.08769645867658873,Not significant
RAB10,59.13999999999999,52.20666666666667,-0.1798969565122113,0.03786318990673797,0.08769645867658873,Not significant
LATS2,3.24,5.19,0.6795734670739881,0.0378707848820307,0.08769645867658873,Not significant
ZFAND6,17.643333333333334,20.36,0.20660349804247208,0.037942932961272796,0.08777796983553382,Not significant
USP22,19.310000000000002,22.393333333333334,0.2137108439341683,0.03793781230561472,0.08777796983553382,Not significant
DIP2A,2.706666666666667,2.033333333333333,-0.4124940539691512,0.03793555063522458,0.08777796983553382,Not significant
MOB4,8.773333333333333,11.160000000000002,0.34710487521960526,0.037926414097144215,0.08777796983553382,Not significant
CHMP6,8.280000000000001,5.243333333333333,-0.6590456085998316,0.037982278962505174,0.08785126387150864,Not significant
ASCC2,14.089999999999998,12.056666666666667,-0.22482324759120983,0.03799058617743339,0.0878527515335725,Not significant
CDYL2,3.26,4.503333333333333,0.46599915377239687,0.03800571607439056,0.08787001277949555,Not significant
IQCE,2.5566666666666666,2.02,-0.3397589324617726,0.03801655865114696,0.08787724903878483,Not significant
CD1D,10.106666666666667,7.376666666666668,-0.45421347996577555,0.038024178245866944,0.08787724903878483,Not significant
PPIA,114.28333333333332,88.46666666666665,-0.3694054675960436,0.03804245274433481,0.08789753765682146,Not significant
NAGA,45.29666666666666,39.57666666666666,-0.19475017771462835,0.03804829292969974,0.08789753765682146,Not significant
SS18L1,3.84,4.593333333333333,0.2583735687069365,0.03807097630996877,0.08791613922838568,Not significant
SIRT2,10.123333333333333,7.63,-0.40788288090204583,0.03809226397971052,0.08791613922838568,Not significant
RBM10,16.316666666666666,18.849999999999998,0.20820628212059544,0.038093938193186655,0.08791613922838568,Not significant
MAN2A1,6.786666666666666,9.073333333333332,0.4188759383339018,0.03809469279834177,0.08791613922838568,Not significant
RC3H2,5.306666666666666,7.516666666666667,0.5022071786232674,0.03808940571076871,0.08791613922838568,Not significant
ACO2,5.460000000000001,4.773333333333333,-0.19386586111746743,0.038138572238944554,0.0879996887228304,Not significant
SLC1A5,64.30333333333333,77.76666666666667,0.2742544919518652,0.03816030615411065,0.08803211701440339,Not significant
RPS27AP5,2.566666666666667,1.3699999999999999,-0.9052293534767939,0.038184469422906285,0.0880562831725656,Not significant
AP3S1,31.50333333333333,27.756666666666664,-0.18266398212001822,0.0381861453067106,0.0880562831725656,Not significant
GFUS,13.223333333333334,10.230000000000002,-0.37024783075914164,0.0382019843672999,0.08807508986370852,Not significant
GRINA,79.90333333333332,64.79666666666667,-0.3023318815386096,0.038240939442314284,0.08814717249693317,Not significant
GPAA1,50.596666666666664,38.35999999999999,-0.39943052672072576,0.03829914954403813,0.08826360096970429,Not significant
MT-TP,181.10333333333332,298.1366666666666,0.7191575902490013,0.038343144557297634,0.08834722935885483,Not significant
RIMOC1,8.373333333333333,10.753333333333332,0.3608718445205713,0.03835500050172408,0.08835678672654002,Not significant
SLC43A2,1.86,1.6233333333333333,-0.19623033358799222,0.038432328503449034,0.08839503720283189,Not significant
CEBPB,60.74333333333334,77.83999999999999,0.35778041404417754,0.03844564377631858,0.08839503720283189,Not significant
RLF,66.49000000000001,92.14,0.4706841800584731,0.038397338971061935,0.08839503720283189,Not significant
PRKCB,15.833333333333334,10.83,-0.5478896777917477,0.03845517237883144,0.08839503720283189,Not significant
RABL6,18.470000000000002,14.283333333333333,-0.3708282688186821,0.03845642942776957,0.08839503720283189,Not significant
LINC01637,3.7433333333333336,1.9966666666666668,-0.9063930010879558,0.03840486985929704,0.08839503720283189,Not significant
RAB2B,5.586666666666667,7.476666666666667,0.4203422022818572,0.03840212238176845,0.08839503720283189,Not significant
STK26,10.639999999999999,13.963333333333333,0.39211296392328615,0.03843910318694242,0.08839503720283189,Not significant
SLC41A3,3.6633333333333336,3.043333333333333,-0.2674244144475088,0.03843286385205783,0.08839503720283189,Not significant
LINC01605,4.166666666666667,5.900000000000001,0.501719564017188,0.038389911304862086,0.08839503720283189,Not significant
EGLN1,5.226666666666667,3.6466666666666665,-0.5191932547792548,0.038428085321509334,0.08839503720283189,Not significant
PSME3IP1,21.963333333333335,19.223333333333333,-0.19222914218932505,0.038485072174915404,0.08840769185191488,Not significant
MAP1LC3A,7.743333333333333,6.113333333333333,-0.34094584539754763,0.03847531068230183,0.08840769185191488,Not significant
C11orf71,2.043333333333333,1.5266666666666666,-0.4203006652663785,0.038479130823257414,0.08840769185191488,Not significant
MMP24OS,3.796666666666667,2.84,-0.4187144495651862,0.03855615384810362,0.08855323413360285,Not significant
PAFAH1B3,5.833333333333333,3.8200000000000003,-0.6106175564818909,0.03857976678565943,0.08855423841890549,Not significant
TCTA,12.526666666666666,10.473333333333333,-0.2582593086449926,0.03856612576354027,0.08855423841890549,Not significant
KLHDC4,2.436666666666667,1.9400000000000002,-0.32870074325308063,0.0385763248652601,0.08855423841890549,Not significant
UTP14A,7.753333333333333,6.13,-0.3388803484989895,0.03859828040972665,0.0885789966640033,Not significant
UBTD2,11.623333333333335,13.97,0.2652873093432692,0.03862128660413888,0.08861405291097758,Not significant
THYN1,8.666666666666666,6.753333333333333,-0.3598302930351623,0.03863914800308655,0.08863729308772886,Not significant
PDCD2,14.876666666666665,11.436666666666667,-0.37935551352345953,0.03865060480859658,0.08864583491815577,Not significant
RBMX,48.89333333333334,42.35333333333333,-0.20715769068258824,0.03871369798796967,0.0887395315575631,Not significant
PDIA3,94.14,112.33666666666666,0.25494665948347334,0.03872242317464282,0.0887395315575631,Not significant
CD300LF,16.18,13.106666666666667,-0.3038898802088147,0.038719381102241976,0.0887395315575631,Not significant
PPFIBP1,3.44,5.493333333333333,0.6751165472356645,0.03872182981421453,0.0887395315575631,Not significant
ZNF587,3.9333333333333336,5.4366666666666665,0.46686852169810855,0.03874906035502333,0.08878282607428192,Not significant
DSC2,3.35,2.49,-0.4278666649636345,0.038802633308353374,0.08883454875447468,Not significant
FAM193A,6.396666666666666,5.07,-0.3352755522355485,0.038799946496772056,0.08883454875447468,Not significant
ZNF555,1.1566666666666665,1.8233333333333335,0.6561494458253967,0.03879736713541598,0.08883454875447468,Not significant
SIPA1L2,2.78,4.023333333333333,0.5331460630508233,0.03879799275096378,0.08883454875447468,Not significant
ANKRD49,8.156666666666666,5.396666666666667,-0.5958206720481841,0.038859427190495996,0.0889468078843162,Not significant
MBD3,7.826666666666667,5.366666666666667,-0.5442872389252859,0.03889065642101639,0.08900051797846094,Not significant
LACTB,17.036666666666665,19.813333333333336,0.21781665777157072,0.03892452070921409,0.08905304264107254,Not significant
FOXD4,4.726666666666667,3.233333333333333,-0.5476599471452062,0.03892914565771739,0.08905304264107254,Not significant
PSIP1,16.076666666666664,18.843333333333334,0.22907271183331251,0.03894684823757925,0.0890757624396191,Not significant
PHLDA2,2.29,3.313333333333333,0.5327412477681325,0.038989228663983785,0.08914450921107936,Not significant
TSC2,2.0433333333333334,1.5333333333333332,-0.4140185084168051,0.03899246001782709,0.08914450921107936,Not significant
CDIPT,17.443333333333335,12.549999999999999,-0.47495614801577046,0.03902159775061818,0.08917555323272253,Not significant
KDM3B,17.456666666666667,12.589999999999998,-0.4714678770012524,0.03901876849063046,0.08917555323272253,Not significant
GNGT2,1.5466666666666666,0.9133333333333334,-0.759302658718384,0.039059595612433634,0.08924459727034617,Not significant
MIR3153,2.3133333333333335,7.95,1.7805396493415944,0.03906903124631535,0.0892483669144107,Not significant
WTAP,26.906666666666666,30.656666666666666,0.18823060745116227,0.039112644134028894,0.0893301932074862,Not significant
SPAG5-AS1,1.2566666666666668,0.8033333333333333,-0.6448841845943583,0.03913731791310537,0.08936587856899927,Not significant
MOB3A,19.17,17.16333333333333,-0.1595117692253875,0.03914386079516229,0.08936587856899927,Not significant
PCED1B,4.016666666666667,2.4766666666666666,-0.6973757658114659,0.03915289802146471,0.08936871167265033,Not significant
VPS50,2.36,2.8766666666666665,0.2855014462037267,0.03916117716154658,0.08936981361791926,Not significant
ACAP3,1.9833333333333334,1.4133333333333333,-0.4885322157373762,0.039241732186893086,0.08952061217512683,Not significant
UBN2,1.8433333333333335,3.0866666666666664,0.7434175898106438,0.039242875004799116,0.08952061217512683,Not significant
PRICKLE1,2.1333333333333333,1.3933333333333333,-0.6142100119814089,0.03928922967423383,0.08955230342005248,Not significant
SOX12,7.03,6.1066666666666665,-0.20310856703386776,0.039303641150334474,0.08955230342005248,Not significant
CCNYL1,7.7,9.106666666666667,0.24203569431884647,0.03929522259053078,0.08955230342005248,Not significant
POLD1,12.100000000000001,13.816666666666668,0.19138774066443814,0.039302778978691486,0.08955230342005248,Not significant
SENP6,26.596666666666664,22.28,-0.25548570383496033,0.03929739249984077,0.08955230342005248,Not significant
UBXN7,6.116666666666667,8.443333333333333,0.4650020281409898,0.039298129625199935,0.08955230342005248,Not significant
LRIF1,19.69333333333333,24.646666666666665,0.3236704951505693,0.039320415891715164,0.08957272006493062,Not significant
MRM1,2.596666666666667,1.2666666666666666,-1.0350408773728765,0.03933161947395777,0.08958043990263816,Not significant
NR2C1,5.516666666666667,4.526666666666666,-0.285290554421541,0.039404680822305756,0.08972901395830173,Not significant
CST3,71.87333333333333,49.173333333333325,-0.547571175643501,0.03943196180786881,0.08977330252305862,Not significant
RASSF1,12.553333333333333,17.886666666666667,0.5107797892818585,0.03945152619831842,0.08978218082416597,Not significant
GATB,1.0366666666666666,1.2633333333333334,0.28503379482505803,0.039445713982563566,0.08978218082416597,Not significant
CPOX,7.55,6.22,-0.2795212109668963,0.039481018160647294,0.08983146311542277,Not significant
DDX24,15.656666666666666,13.183333333333332,-0.24804461258706484,0.03951710390879372,0.0898778893068457,Not significant
IP6K1,12.006666666666666,13.393333333333333,0.15766694337680634,0.039516128227254595,0.0898778893068457,Not significant
NUMBL,0.91,1.1933333333333334,0.3906825836875291,0.03953430916180582,0.08988135381233243,Not significant
GOLGA8Q,1.47,1.0733333333333333,-0.45335555891644125,0.0395321940978203,0.08988135381233243,Not significant
MAPRE1,95.40333333333335,88.61,-0.10656899266438337,0.03954974309627751,0.08989861295114597,Not significant
GPS1,7.803333333333334,5.94,-0.39356961012705016,0.03957765713455154,0.08993228355947766,Not significant
RAB30-DT,2.223333333333333,1.5133333333333334,-0.5546901984562744,0.039580246929910565,0.08993228355947766,Not significant
MIR7152,3.02,0.66,-2.1923040072202493,0.039644364176567894,0.09006011624177522,Not significant
MARCHF3,1.5666666666666667,1.1433333333333333,-0.45411147490072507,0.039701674266209526,0.09014369291193428,Not significant
RCC1L,13.483333333333334,10.556666666666667,-0.3529931742032046,0.03970324237264067,0.09014369291193428,Not significant
BOLA1,4.876666666666668,3.01,-0.6959484615560151,0.039712610067632215,0.09014369291193428,Not significant
CZIB,6.586666666666667,5.34,-0.30265767288136797,0.039707702390594325,0.09014369291193428,Not significant
ANO8,1.97,1.4933333333333332,-0.3994257777139538,0.03974584578153192,0.09020127305359342,Not significant
SERTAD1,5.329999999999999,7.626666666666668,0.51683561635388,0.03983059563180602,0.09037571609805867,Not significant
HYAL2,1.9400000000000002,1.2466666666666668,-0.6375675705348581,0.039844030851833676,0.09038830905493161,Not significant
ZNF615,2.19,1.5566666666666666,-0.4922029478465791,0.03989041826183962,0.09047563603788436,Not significant
ORAI1,7.426666666666667,4.260000000000001,-0.8017170210084799,0.03991878839552881,0.09047975378173269,Not significant
PRPS1P2,1.2766666666666666,2.623333333333333,1.038439480086239,0.03992380656268027,0.09047975378173269,Not significant
ARHGAP35,7.9433333333333325,5.966666666666668,-0.4127592037809376,0.039911818700557405,0.09047975378173269,Not significant
ZBTB10,2.493333333333333,3.91,0.648883261676007,0.039918990506318676,0.09047975378173269,Not significant
KBTBD7,3.8633333333333333,2.8833333333333333,-0.42198164295694884,0.03994139382571541,0.09050171919829526,Not significant
CYRIA,3.3066666666666666,4.3933333333333335,0.4098304570960613,0.03997308487653013,0.09055562686554643,Not significant
TRIM4,9.56,10.973333333333334,0.1988998769152328,0.040025583531104095,0.09065664177376927,Not significant
MRPL43,4.543333333333333,3.3166666666666664,-0.45389971966113646,0.04005334193834291,0.09070159198720364,Not significant
SLC44A2,1.7733333333333334,2.3233333333333337,0.38953991536131244,0.040138991023273236,0.09085344347203686,Not significant
ANKRD24,0.84,1.4566666666666668,0.7934831421049073,0.04014417614811713,0.09085344347203686,Not significant
TYSND1,1.5433333333333332,0.9633333333333335,-0.6793803591036714,0.040133856261839344,0.09085344347203686,Not significant
KIAA0232,13.173333333333334,10.093333333333332,-0.38418432540660313,0.04016874891848712,0.09088103378038291,Not significant
LEPROTL1,18.583333333333332,16.713333333333335,-0.1530011231620534,0.04017222351611273,0.09088103378038291,Not significant
EML4,7.8,9.546666666666665,0.29148912612259487,0.04018943932283812,0.0909020408361668,Not significant
MEIS2,1.1233333333333333,0.9566666666666667,-0.23147432548560257,0.040231689581060465,0.09097965233136636,Not significant
CCDC200,2.9966666666666666,1.47,-1.0270427213883788,0.04027949706069748,0.09106979779226335,Not significant
PLXNA1,3.723333333333333,3.34,-0.15670221933922757,0.04039087212662151,0.09130360228504485,Not significant
UBE2T,20.423333333333332,28.736666666666668,0.4926539395935375,0.04041370354340502,0.09133720104851177,Not significant
TESK2,2.21,1.24,-0.8331959096858692,0.040441088680102176,0.09138107619554726,Not significant
MRPS18B,12.38,14.516666666666666,0.2296817524789275,0.04047397524895591,0.09141934547365153,Not significant
TBXA2R,1.9533333333333331,1.0233333333333332,-0.9319912898035109,0.04047148574933806,0.09141934547365153,Not significant
PMS2,1.54,1.01,-0.6080838646117708,0.04053161769867762,0.09153150781716737,Not significant
CYTH2,4.2,5.096666666666667,0.2791042536656477,0.040560438243774005,0.09157855103178678,Not significant
SLC30A5,19.30333333333333,24.493333333333336,0.34352329376430346,0.040578066190987194,0.09160030971785864,Not significant
ACTR8,8.476666666666667,10.08,0.2498996089451942,0.0405971774973692,0.0916254076889827,Not significant
PRTFDC1,1.5833333333333333,0.8933333333333332,-0.8249913470418148,0.040663947738608285,0.09175803797788716,Not significant
RPP25L,11.393333333333333,4.803333333333334,-1.2459083605639418,0.040687271196938275,0.09177453556286963,Not significant
QARS1,28.206666666666667,25.633333333333336,-0.1380099530141886,0.04068586722094581,0.09177453556286963,Not significant
ACSF2,2.29,2.91,0.3455373808180907,0.040756678839737666,0.0919130060082457,Not significant
MARCHF2,12.17,9.486666666666666,-0.35932247917344107,0.04076605393755649,0.09191303318665901,Not significant
FLVCR1,3.66,4.63,0.33908598339914797,0.04077794818770263,0.09191303318665901,Not significant
RNU6-130P,1.0999999999999999,3.633333333333333,1.7228762776628128,0.04078074559777962,0.09191303318665901,Not significant
SLC2A10,1.3366666666666667,1.6866666666666668,0.3353113281298158,0.04080159575939568,0.09192387818198755,Not significant
ZNF326,4.489999999999999,3.8599999999999994,-0.21806216783771518,0.04079927234462741,0.09192387818198755,Not significant
CORO1B,23.44333333333333,17.96666666666667,-0.38383618649671347,0.04083480975833916,0.09198062964429982,Not significant
PHLDA3,3.2433333333333336,2.313333333333333,-0.4873253836224869,0.04085313629015554,0.09200383129549172,Not significant
CPD,31.80333333333333,40.50333333333334,0.34885291639218374,0.040892897219541195,0.09206796184918567,Not significant
POLR2C,13.526666666666666,16.933333333333334,0.3240381762339731,0.04089767615249528,0.09206796184918567,Not significant
EIF3G,35.43333333333333,44.13666666666666,0.31686245748523856,0.040920510986960965,0.09210127968653711,Not significant
ICA1,3.72,4.8133333333333335,0.3716456436832556,0.0409704945789516,0.09217109975818377,Not significant
CAPN10,2.7133333333333334,2.25,-0.27003184481120784,0.040996949256675574,0.09217109975818377,Not significant
ADAT2,3.1133333333333333,2.7533333333333334,-0.1772202001781752,0.040984425810011355,0.09217109975818377,Not significant
DHRS4L2,7.55,4.953333333333333,-0.6079767791628418,0.04098257485465405,0.09217109975818377,Not significant
UBE2E2,13.953333333333333,12.093333333333334,-0.20638195452450805,0.04098101490853437,0.09217109975818377,Not significant
CENPW,22.983333333333334,14.49,-0.6654936646758823,0.04099977646924706,0.09217109975818377,Not significant
SPRYD7,3.9900000000000007,5.12,0.35967528023762263,0.04103697692307368,0.09218939825707535,Not significant
GCDH,3.3833333333333333,2.736666666666667,-0.3059248735452248,0.0410386212675852,0.09218939825707535,Not significant
CD63,242.31000000000003,187.27333333333334,-0.37170671292383267,0.04103842696072429,0.09218939825707535,Not significant
SLC19A2,2.74,3.643333333333333,0.4109525948493049,0.041040085431898764,0.09218939825707535,Not significant
TMCO6,3.176666666666667,2.23,-0.5102772821022062,0.04108313907718302,0.09224995558114574,Not significant
SMIM10,4.01,2.1366666666666667,-0.9079250596978716,0.04107540250910495,0.09224995558114574,Not significant
DDX51,3.456666666666667,2.5066666666666664,-0.46345320428498055,0.04113268512731296,0.09234311978346818,Not significant
PLPP5,9.86,11.493333333333334,0.22111693050391992,0.0411823773691272,0.09241847920561963,Not significant
ZBTB41,3.5333333333333337,5.783333333333334,0.7107125816579757,0.04118061173472385,0.09241847920561963,Not significant
RPUSD3,5.3566666666666665,3.8000000000000003,-0.4952257998575183,0.04120708213236824,0.09241964047805462,Not significant
HES6,3.7399999999999998,2.4766666666666666,-0.5944418585935924,0.04120495149228935,0.09241964047805462,Not significant
AFG1L,1.5766666666666669,2.0966666666666667,0.4109930208336878,0.04120055133584689,0.09241964047805462,Not significant
CCNDBP1,7.686666666666667,6.786666666666666,-0.17963006516678728,0.04121800192249802,0.09242604773818364,Not significant
FBXL15,2.5933333333333333,1.6933333333333334,-0.6146461263368589,0.041248668201612146,0.09247672278409545,Not significant
CNRIP1,7.073333333333333,4.923333333333333,-0.5226657758621609,0.04129576844327537,0.09253979494819259,Not significant
PRDM2,4.446666666666666,3.31,-0.4257816576396521,0.04130101988615138,0.09253979494819259,Not significant
HELLS,2.0766666666666667,2.6999999999999997,0.37852942781923865,0.04129401936852331,0.09253979494819259,Not significant
PCDH12,2.473333333333333,1.63,-0.6012830860708945,0.04134597699229976,0.09262242217368227,Not significant
ACADVL,28.419999999999998,23.66333333333333,-0.2642430377151758,0.041357975656828666,0.09263119870149024,Not significant
C2orf76,6.330000000000001,3.9666666666666663,-0.674142569067184,0.04137938510114133,0.09266104540230183,Not significant
NIFK-AS1,1.53,1.1300000000000001,-0.4368753535099672,0.041410002235843305,0.09271149524013121,Not significant
DCAF4,2.1199999999999997,1.4533333333333331,-0.5443866478752115,0.041462846712998616,0.09280693368271953,Not significant
NDUFB4,43.35333333333333,34.28333333333334,-0.33862673133379123,0.041468822674944554,0.09280693368271953,Not significant
DDX31,2.526666666666667,1.9666666666666668,-0.3613203811316474,0.04150277823646643,0.09286479541764878,Not significant
EIF4H,62.23666666666666,57.35999999999999,-0.11771779829150114,0.04153185657200384,0.09290778036933124,Not significant
ALG11,0.9033333333333333,1.2833333333333332,0.5060931383776835,0.04154248266125728,0.09290778036933124,Not significant
STAMBP,2.8533333333333335,2.606666666666667,-0.13039436049945066,0.041546303949506404,0.09290778036933124,Not significant
MIR4477B,34.22666666666667,11.853333333333333,-1.5297484152827354,0.04157338167804148,0.09293207374715083,Not significant
INPP5F,1.4366666666666668,1.0333333333333334,-0.47502801920578147,0.04156673768432066,0.09293207374715083,Not significant
SETD7,7.72,11.339999999999998,0.5546882383564187,0.04159849835369732,0.09297008902874486,Not significant
BZW1,22.919999999999998,24.433333333333337,0.09223975507987958,0.041609215884971504,0.09297591455934276,Not significant
TIRAP,3.6566666666666667,2.443333333333333,-0.5814825656095167,0.04162075900420244,0.09298358223838872,Not significant
STRN4,11.026666666666666,9.583333333333334,-0.20237757519661168,0.04164642858973762,0.09302280025802072,Not significant
LINC02971,1.5233333333333334,0.5966666666666667,-1.3507654309385888,0.04167002770102707,0.09305737922011947,Not significant
EAPP,15.196666666666665,20.863333333333333,0.4571889833651394,0.041681622411973825,0.09306514174297933,Not significant
